3.094850000E0	4.570147312E1	-8.396545461E0	1.791413234E1	-6.929274385E0
3.177716667E0	4.728710720E1	-8.940824180E0	1.921429191E1	-5.481530487E0
3.261400000E0	4.891452880E1	-9.313178913E0	1.959025369E1	-3.632465120E0
3.347166667E0	5.056303204E1	-9.548252898E0	2.006380214E1	-1.814855119E0
3.429716667E0	5.226964144E1	-9.616662933E0	2.013533757E1	9.600668917E-2
3.511633333E0	5.393010698E1	-9.532198451E0	1.974202232E1	1.867137841E0
3.596366667E0	5.557094536E1	-9.304436082E0	1.917534043E1	3.580519364E0
3.679866667E0	5.713664912E1	-8.933456215E0	1.834307238E1	5.201992855E0
3.763666667E0	5.863831382E1	-8.434547522E0	1.714130964E1	6.744342042E0
3.848216667E0	6.000305620E1	-7.805652668E0	1.573960314E1	8.170464538E0
3.930850000E0	6.127032449E1	-7.068264670E0	1.406510683E1	9.360887203E0
4.014783333E0	6.235505396E1	-6.240304749E0	1.238717957E1	1.042086754E1
4.098400000E0	6.334173560E1	-5.325664532E0	1.059827627E1	1.108410869E1
4.181316667E0	6.412732077E1	-4.386795984E0	8.589324426E0	1.152868857E1
4.265366667E0	6.477806112E1	-3.397812153E0	6.794028475E0	1.205866977E1
4.348783333E0	6.526343299E1	-2.370318996E0	4.813952890E0	1.210246874E1
4.432266667E0	6.558306079E1	-1.374011006E0	2.792908431E0	1.221097225E1
4.516166667E0	6.573046921E1	-3.283736560E-1	8.088502702E-1	1.230252486E1
4.599316667E0	6.571831849E1	6.832439617E-1	-1.022919730E0	1.197375196E1
4.683333333E0	6.555941435E1	1.673903192E0	-2.841483350E0	1.134250658E1
4.766783333E0	6.524315946E1	2.579962584E0	-4.371992793E0	1.098235014E1
4.850183333E0	6.482832020E1	3.510395670E0	-6.287131341E0	1.044222349E1
4.933883333E0	6.419181169E1	4.326133909E0	-8.341923639E0	9.328963455E0
5.018133333E0	6.343336559E1	5.070405231E0	-9.649156679E0	8.612292475E0
5.101216667E0	6.257825872E1	5.766300189E0	-1.111699441E1	7.640206564E0
5.183666667E0	6.157435760E1	6.348017191E0	-1.252313150E1	6.206257221E0
5.268250000E0	6.048411343E1	6.804124021E0	-1.380903733E1	4.906848016E0
5.351750000E0	5.926518034E1	7.168550990E0	-1.498041287E1	3.633294140E0
5.436016667E0	5.797905620E1	7.411691370E0	-1.580933304E1	2.164857689E0
5.518983333E0	5.662150929E1	7.530563201E0	-1.637584288E1	4.497700197E-1
5.603483333E0	5.524065214E1	7.486902891E0	-1.699739089E1	-1.226112163E0
5.687483333E0	5.377916861E1	7.325530058E0	-1.714609551E1	-2.996336083E0
5.772383333E0	5.237344475E1	6.985849054E0	-1.667852680E1	-4.913627065E0
5.853550000E0	5.099014908E1	6.503862653E0	-1.630300564E1	-6.498552666E0
5.936666667E0	4.964722069E1	5.899146942E0	-1.545801750E1	-7.976077977E0
6.020583333E0	4.840522577E1	5.170085544E0	-1.416448423E1	-9.405265776E0
6.105300000E0	4.727860482E1	4.326377941E0	-1.280521607E1	-1.074135047E1
6.188750000E0	4.626390969E1	3.373893554E0	-1.123118097E1	-1.158566773E1
6.271800000E0	4.540050231E1	2.388997383E0	-9.354242246E0	-1.214422134E1
6.357083333E0	4.469967295E1	1.343110447E0	-7.440099377E0	-1.244315305E1
6.439583333E0	4.415635271E1	3.082262644E-1	-5.452761946E0	-1.259851662E1
6.522266667E0	4.378785024E1	-7.636409066E-1	-3.687686002E0	-1.256058604E1
6.606966667E0	4.353968984E1	-1.792182255E0	-1.928065686E0	-1.224370778E1
6.689666667E0	4.346543490E1	-2.811060353E0	1.390834524E-1	-1.153326916E1
6.773800000E0	4.356294768E1	-3.720800611E0	1.920639430E0	-1.077485904E1
6.857266667E0	4.378660840E1	-4.612855718E0	3.422637466E0	-9.979767629E0
6.940916667E0	4.413528856E1	-5.389639061E0	5.098604623E0	-9.232014440E0
7.023966667E0	4.463920816E1	-6.156653254E0	6.620028467E0	-7.990160464E0
7.109400000E0	4.524230412E1	-6.725771073E0	6.864447590E0	-5.223266656E0
7.193133333E0	4.578709601E1	-7.030099265E0	8.887339376E0	-5.473274166E0
7.275950000E0	4.672846434E1	-7.641023885E0	1.117412944E1	-5.476301915E0
7.360816667E0	4.765565825E1	-7.945858383E0	1.133370817E1	-2.739985877E0
7.442733333E0	4.862371167E1	-8.099210283E0	1.210712305E1	-9.994746207E-1
7.526550000E0	4.968023770E1	-8.112992703E0	1.273106834E1	6.857073738E-1
7.610383333E0	5.075262861E1	-7.984544804E0	1.329819640E1	2.364139031E0
7.695133333E0	5.190399102E1	-7.717656232E0	1.363836949E1	3.998823741E0
7.777133333E0	5.303326642E1	-7.315852800E0	1.349126647E1	5.839039690E0
7.862650000E0	5.416002995E1	-6.741239315E0	1.329224367E1	7.484844227E0
7.945633333E0	5.525602432E1	-6.064220868E0	1.253669141E1	8.993321554E0
8.028150000E0	5.625644275E1	-5.237356523E0	1.121382158E1	1.052437417E1
8.112933333E0	5.713122396E1	-4.304312127E0	1.000565115E1	1.181412749E1
8.195583333E0	5.792960950E1	-3.261772426E0	8.593599536E0	1.278225884E1
8.279333333E0	5.856826436E1	-2.166835001E0	7.004520396E0	1.334205032E1
8.362850000E0	5.910092064E1	-1.030685750E0	4.188060650E0	1.132067524E1
8.446633333E0	5.926860097E1	-2.737670636E-1		
8.614500000E0	5.913293811E1	1.134189127E0		
8.697500000E0	5.884160792E1	1.771430828E0	-3.844873406E0	7.178973174E0
8.781600000E0	5.848999002E1	2.334672636E0	-4.984798637E0	6.084955724E0
8.866850000E0	5.800803905E1	2.788970360E0	-6.823925620E0	5.901496084E0
8.948816667E0	5.734887833E1	3.321533648E0	-7.484635201E0	5.150807578E0
9.031983333E0	5.675644207E1	3.650299607E0	-8.462278876E0	3.460130404E0
9.116166667E0	5.593379765E1	3.900144180E0	-9.717802956E0	2.415944662E0
9.199866667E0	5.513140992E1	4.054299128E0	-1.010639531E1	1.296929245E0
9.283316667E0	5.424378425E1	4.117019510E0	-1.059077952E1	6.755723557E-2
9.367133333E0	5.336039673E1	4.065596196E0	-1.049705838E1	-9.154684700E-1
9.450350000E0	5.248844331E1	3.963932881E0	-1.029882615E1	-2.140301788E0
9.535050000E0	5.163820462E1	3.707690275E0	-9.842439512E0	-3.506988321E0
9.617766667E0	5.084256917E1	3.377486666E0	-9.390100600E0	-4.407199647E0
9.701000000E0	5.006797157E1	2.970708764E0	-8.547112521E0	-5.285474991E0
9.784800000E0	4.941330242E1	2.493638041E0	-7.633410974E0	-5.947295845E0
9.869100000E0	4.879149599E1	1.976189017E0	-6.691255749E0	-6.340627793E0
9.952166667E0	4.829437608E1	1.433344470E0	-5.571731718E0	-6.746879116E0
1.003510000E1	4.785977889E1	8.479612154E-1	-4.752020526E0	-6.977552623E0
1.011858333E1	4.749973287E1	2.665429431E-1	-3.834219974E0	-6.954124339E0
1.020325000E1	4.721861229E1	-3.149225827E-1	-2.719575902E0	-6.936622029E0
1.028598333E1	4.704495947E1	-8.934140806E-1	-1.764702497E0	-6.803197203E0
1.037010000E1	4.692351490E1	-1.452568017E0	-1.081476898E0	-6.696798103E0
1.045383333E1	4.686411255E1	-2.013267226E0	-3.376955189E-1	-6.400299239E0
1.053678333E1	4.686704472E1	-2.522839977E0	4.046809871E-1	-6.013137496E0
1.061991667E1	4.693178419E1	-3.018797157E0	1.219994650E0	-5.577339252E0
1.070378333E1	4.707105488E1	-3.455494779E0	1.740328665E0	-5.240061301E0
1.078851667E1	4.722280573E1	-3.895051606E0	2.176346934E0	-5.090134009E0
1.087131667E1	4.743498834E1	-4.306678059E0	2.890397896E0	-4.627472472E0
1.095671667E1	4.770614436E1	-4.668867618E0	3.340677903E0	-4.038290178E0
1.104211667E1	4.799362377E1	-4.981969727E0	3.476357068E0	-3.782262389E0
1.112400000E1	4.828746835E1	-5.301345762E0	3.882784894E0	-3.277045883E0
1.120745000E1	4.864291151E1	-5.529964467E0	4.218582414E0	-2.843660718E0
1.129091667E1	4.899290887E1	-5.776868892E0	4.274358003E0	-2.612172260E0
1.137623333E1	4.935767895E1	-5.966777595E0	4.412039338E0	-2.269204936E0
1.146020000E1	4.973069969E1	-6.156330278E0	4.758976961E0	-1.866959963E0
1.154093333E1	5.015348543E1	-6.278974700E0	5.042094055E0	-1.323988512E0
1.162620000E1	5.057384962E1	-6.377730517E0	5.056689546E0	-9.585198246E-1
1.170800000E1	5.099907605E1	-6.439260470E0	5.119169207E0	-4.226365159E-1
1.179148333E1	5.142988823E1	-6.448404714E0	5.140662278E0	-2.480591108E-2
1.187510000E1	5.185870878E1	-6.443408569E0	5.214283899E0	4.056291245E-1
1.196253333E1	5.230183213E1	-6.380574530E0	5.210301846E0	8.652456897E-1
1.204586667E1	5.272998679E1	-6.298720303E0	5.280632423E0	1.277007479E0
1.212771667E1	5.318487097E1	-6.167030561E0	5.192189297E0	1.731308599E0
1.220963333E1	5.359823598E1	-6.009207113E0	5.010039942E0	2.163914170E0
1.229385000E1	5.402266075E1	-5.805176127E0	5.030890618E0	2.650658371E0
1.237721667E1	5.443951245E1	-5.565958254E0	4.933992896E0	3.014922182E0
1.245953333E1	5.484773377E1	-5.301014282E0	4.649493143E0	3.370709936E0
1.254355000E1	5.521701080E1	-5.002300807E0	4.312438465E0	3.810769748E0
1.262838333E1	5.556886911E1	-4.663769076E0	4.204199842E0	4.177979986E0
1.271261667E1	5.592004625E1	-4.303649906E0	3.905270426E0	4.426644853E0
1.279503333E1	5.622191693E1	-3.923535895E0	3.437208533E0	4.709230123E0
1.288048333E1	5.649482373E1	-3.516162202E0	3.072541754E0	4.968870099E0
1.296250000E1	5.673571404E1	-3.092630629E0	2.974262627E0	5.422392456E0
1.304726667E1	5.699218640E1	-2.609417941E0	2.419102441E0	5.565034302E0
1.312973333E1	5.714024161E1	-2.162033488E0	1.979590754E0	5.577483545E0
1.321348333E1	5.732321787E1	-1.676739011E0	1.608015850E0	5.669962031E0
1.329683333E1	5.740913752E1	-1.213890104E0	8.974173480E-1	5.197532989E0
1.338050000E1	5.747328595E1	-8.075962388E-1	1.132948091E-1	3.945925453E0
1.346496667E1	5.742808293E1	-5.540438668E-1		
